"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL2137046";"AFIMOXIFENE";"0";"387.52";"1";"5.70";"4-hydroxytamoxifen";"CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1";"IC50";"'='";"6.29";"nM";"8.20";"";"";"UO_0000065";"21.16";"0.39";"2.50";"25.08";"False";"CHEMBL4131405";"Inhibition of fluormone ES2 green binding to recombinant full length human ERalpha expressed in insect cells by fluorescence polarization assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130359";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL4088694";"";"0";"357.84";"1";"5.91";"42'";"Cl.Oc1ccc2c(-c3ccccc3)c3cc4ccccc4cc3nc2c1";"IC50";"'='";"294.0";"nM";"6.53";"";"";"UO_0000065";"20.32";"0.36";"0.62";"19.72";"False";"CHEMBL4047018";"Displacement of [3H]E2 from GST-fused ERalpha-LBD (unknown origin) expressed in Escherichia coli BL21 incubated for 1 hr by liquid scintillation counting method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043216";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL511";"PYRILAMINE";"4";"285.39";"0";"2.66";"PYRILAMINE";"COc1ccc(CN(CCN(C)C)c2ccccn2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909145";"DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";""
"CHEMBL4171348";"";"0";"222.28";"0";"2.97";"2g";"CCCCOC(=O)c1cc(C)c(O)c(C)c1";"IC50";"'='";"32500.0";"nM";"4.49";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4136958";"Displacement of Fluor.ES2 Green from human ERalpha by TR-FRET competitive binding assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130620";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL3828422";"";"0";"484.55";"0";"4.55";"20a";"COc1ccc2c(c1)C(=O)c1c-2n(-c2ccc(OCCCN(C)C)cc2)c(=O)c2cc(OC)ccc12";"IC50";"'='";"39400.0";"nM";"4.41";"";"";"UO_0000065";"9.09";"0.17";"-0.15";"6.29";"False";"CHEMBL3829134";"Displacement of fluorescein-labeled estrogen ligand from recombinant ER-alpha (unknown origin) incubated for 2 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826943";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None";""
"CHEMBL4161714";"";"0";"523.85";"2";"9.78";"PBP-NC12";"CCCCCCCCCCCCNCCOc1ccc(C(CCC)(CCC)c2ccc(O)c(C)c2)cc1C";"IC50";"'='";"4.9";"nM";"8.31";"";"";"UO_0000065";"15.86";"0.30";"-1.47";"20.03";"False";"CHEMBL4138592";"Displacement of Fluormone ES2 Green from full-length untagged human ERalpha expressed in insect cells after 2 hrs by fluorescence polarization assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138058";"1";"Scientific Literature";"MedChemComm";"2017";"None";""
"CHEMBL3586190";"";"0";"471.69";"1";"8.09";"2, C8";"CCCCCCCCNCCOc1ccc(/C(=C(/CC)c2ccccc2)c2ccc(O)cc2)cc1";"IC50";"'='";"53.0";"nM";"7.28";"";"";"UO_0000065";"15.42";"0.28";"-0.81";"17.54";"False";"CHEMBL3588422";"Inhibition of ERalpha (unknown origin) by fluorescence polarization-based competition binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585304";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None";""
"CHEMBL4163000";"";"0";"439.68";"1";"7.44";"PBP-NC6";"CCCCCCNCCOc1ccc(C(CCC)(CCC)c2ccc(O)c(C)c2)cc1C";"IC50";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"16.17";"0.30";"-0.33";"17.13";"False";"CHEMBL4138592";"Displacement of Fluormone ES2 Green from full-length untagged human ERalpha expressed in insect cells after 2 hrs by fluorescence polarization assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138058";"1";"Scientific Literature";"MedChemComm";"2017";"None";""
"CHEMBL4103516";"";"0";"383.58";"1";"5.84";"PBP-tam";"CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(OCCN(C)C)c(C)c1";"IC50";"'='";"313.0";"nM";"6.50";"";"";"UO_0000065";"16.96";"0.32";"0.66";"19.89";"False";"CHEMBL4138592";"Displacement of Fluormone ES2 Green from full-length untagged human ERalpha expressed in insect cells after 2 hrs by fluorescence polarization assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138058";"1";"Scientific Literature";"MedChemComm";"2017";"None";""
"CHEMBL2403356";"";"0";"312.45";"1";"5.60";"3; PBP";"CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1";"IC50";"'='";"7.3";"nM";"8.14";"";"";"UO_0000065";"26.04";"0.48";"2.54";"20.11";"True";"CHEMBL4138592";"Displacement of Fluormone ES2 Green from full-length untagged human ERalpha expressed in insect cells after 2 hrs by fluorescence polarization assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138058";"1";"Scientific Literature";"MedChemComm";"2017";"None";""
"CHEMBL2137046";"AFIMOXIFENE";"0";"387.52";"1";"5.70";"4-OH-TAM";"CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1";"IC50";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"24.00";"0.44";"3.60";"28.44";"False";"CHEMBL3777355";"Displacement of [3H]-E2 from human ER-alpha incubated for 16 to 20 hrs by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774317";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None";""
"CHEMBL83";"TAMOXIFEN";"4";"371.52";"1";"6.00";"TAM";"CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"21.79";"0.39";"2.10";"64.93";"False";"CHEMBL3777355";"Displacement of [3H]-E2 from human ER-alpha incubated for 16 to 20 hrs by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774317";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None";""
"CHEMBL4165845";"";"0";"479.64";"1";"5.89";"204";"Oc1ccc2c(c1)CCCC(C1CCC(O)CC1)=C2c1ccc(O[C@H]2CCN(CCCF)C2)cc1";"IC50";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"20.22";"0.38";"3.81";"18.32";"False";"CHEMBL4136245";"Induction of ERalpha degradation in human MCF7 cells after 4 hrs by in cell western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130556";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";""
"CHEMBL4169457";"";"0";"505.61";"2";"6.65";"111";"COc1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)cc1F";"IC50";"'='";"67.0";"nM";"7.17";"";"";"UO_0000065";"14.19";"0.26";"0.52";"17.11";"False";"CHEMBL4136241";"Antagonist activity at recombinant human His6-tagged ERalpha LBD (298 to 554 residues) Y537S mutant expressed in Escherichia coli assessed as inhibition of estradiol-induced fluorescein-labeled PGC1alpha coactivator peptide binding after overnight incubation by Lantascreen TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P03372";"Y537S";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130556";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";""
"CHEMBL4162177";"";"0";"473.59";"1";"6.21";"6";"Oc1cccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)c1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"17.73";"0.33";"2.19";"15.87";"False";"CHEMBL4136240";"Antagonist activity at recombinant human His6-tagged ERalpha LBD (298 to 554 residues) D538G mutant expressed in Escherichia coli assessed as inhibition of estradiol-induced fluorescein-labeled PGC1alpha coactivator peptide binding after overnight incubation by Lantascreen TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P03372";"D538G";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130556";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";""
"CHEMBL4177307";"";"0";"501.64";"2";"6.82";"44";"COc1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)c(C)c1";"IC50";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"19.33";"0.36";"2.88";"23.13";"False";"CHEMBL4136245";"Induction of ERalpha degradation in human MCF7 cells after 4 hrs by in cell western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130556";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";""
"CHEMBL4170904";"";"0";"512.63";"2";"6.95";"192";"Cc1nc2ccc(C3=C(c4ccc(O[C@H]5CCN(CCCF)C5)cc4)c4ccc(O)cc4CCC3)cc2o1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"17.56";"0.32";"2.05";"15.32";"False";"CHEMBL4136239";"Antagonist activity at recombinant human His6-tagged ERalpha LBD (298 to 554 residues) expressed in Escherichia coli assessed as inhibition of estradiol-induced fluorescein-labeled PGC1alpha coactivator peptide binding after overnight incubation by Lantascreen TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130556";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";""
"CHEMBL3775060";"";"0";"365.47";"0";"4.40";"16";"Cc1cc2c(cc1O)CCN(CC(C)C)[C@@H]2c1ccc(/C=C/C(=O)O)cc1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"18.59";"0.34";"2.40";"11.18";"False";"CHEMBL3776150";"Displacement of fluormone ES2 from GST-tagged recombinant human ERalpha LBD after 1 hr by Lanthascreen TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774369";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2016";"None";""
"CHEMBL286115";"";"0";"459.54";"1";"5.06";"6";"O=C1c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"16.34";"0.30";"2.45";"9.48";"False";"CHEMBL676818";"Binding affinity against human estrogen receptor alpha in competitive binding assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147620";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL3667040";"";"0";"360.45";"0";"3.24";"BDBM145862";"C/C=C/C1=CC2=C(CO1)C(=O)[C@]1(C)OC(=O)[C@H](C(O)CCCCC)C1C2";"IC50";"'='";"16000.0";"nM";"4.80";"";"282654";"UO_0000065";"13.31";"0.25";"1.56";"6.59";"False";"CHEMBL3707827";"Inhibition Assay: To conduct the assays, the 250 uM monasuspiloin solution was further diluted with 10% DMSO to prepare 25 uM, and 5 uM monasuspiloin samples, and the final concentration of DMSO in the cell culture was 1%.The cell line used in glucocorticoid receptor (GR) assay was human A-549 cells (cultured in Ham's F12K medium (Gibco, USA), 10% FBS), the cell line used in progesterone receptor (PR) assay was human T-47D cells (cultured in RPMI 1640 medium (Gibco, USA), 10% FBS), and the cell line used in estrogen receptor (ER) assay was human MCF7 cells (cultured in MEM medium (Gibco, USA), 10% FBS). The cells in the exponential phase of growth were washed off with 1 ml of 0.05% trypsin, centrifuged and collected in a centrifuge tube. 1x107 cells were resuspended in 270 ul BES medium (5 mM BES in medium) and 8 to 10 ug of plasmid [pMMTV-SEAP plasmid was used for GR and PR (see FIG. 7), and pTA-ERE-SEAP plasmid (Clontech, USA) was used for ER (see FIG. 8)] were also added.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638600";"37";"BindingDB Database";"";"2015";"CHEMBL3308403";""
"CHEMBL80314";"";"0";"298.25";"0";"3.11";"12";"COc1cc(O)c2c(=O)c3c(oc2c1)oc1cc(O)ccc13";"IC50";"'='";"2728.0";"nM";"5.56";"";"";"UO_0000065";"18.66";"0.35";"2.45";"5.98";"False";"CHEMBL679323";"Binding affinity towards human estrogen receptor alpha(ERalpha)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136115";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"None";""
"CHEMBL3775795";"";"0";"469.46";"1";"5.93";"24";"C[C@@H]1Cc2cc(O)ccc2[C@@H](c2ccc(/C=C/C(=O)O)cc2)N1c1ccc(OC(F)(F)F)cc1";"IC50";"'='";"6.1";"nM";"8.21";"";"";"UO_0000065";"17.50";"0.33";"2.28";"11.74";"False";"CHEMBL3776153";"Downregulation of ERalpha in human MCF7 cells incubated for 18 to 22 hrs by immunofluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774369";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2016";"CHEMBL3308403";""
"CHEMBL3775176";"";"0";"349.47";"0";"4.78";"17";"CC(C)CN1[C@H](C)Cc2ccccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1";"IC50";"'='";"82.0";"nM";"7.09";"";"";"UO_0000065";"20.28";"0.37";"2.31";"17.48";"False";"CHEMBL3776153";"Downregulation of ERalpha in human MCF7 cells incubated for 18 to 22 hrs by immunofluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774369";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2016";"CHEMBL3308403";""
"CHEMBL3774944";"";"0";"445.51";"0";"4.78";"26a";"COC[C@H](C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2CC1(C)C";"IC50";"'='";"7.5";"nM";"8.12";"";"";"UO_0000065";"18.24";"0.35";"3.34";"11.61";"False";"CHEMBL3776150";"Displacement of fluormone ES2 from GST-tagged recombinant human ERalpha LBD after 1 hr by Lanthascreen TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774369";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2016";"None";""
"CHEMBL3774494";"";"0";"365.47";"0";"4.27";"11a";"CC(C)CN1CCc2cc(O)ccc2[C@@]1(C)c1ccc(/C=C/C(=O)O)cc1";"IC50";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"20.13";"0.37";"3.09";"12.11";"False";"CHEMBL3776150";"Displacement of fluormone ES2 from GST-tagged recombinant human ERalpha LBD after 1 hr by Lanthascreen TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774369";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2016";"None";""
"CHEMBL3774659";"";"0";"351.45";"0";"4.09";"10b";"CC(C)CN1CCc2cc(O)ccc2[C@@H]1c1ccc(/C=C/C(=O)O)cc1";"IC50";"'='";"42.0";"nM";"7.38";"";"";"UO_0000065";"20.99";"0.39";"3.29";"12.14";"False";"CHEMBL3776153";"Downregulation of ERalpha in human MCF7 cells incubated for 18 to 22 hrs by immunofluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774369";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2016";"CHEMBL3308403";""
"CHEMBL1909051";"";"0";"347.38";"0";"4.80";"4-(PHENYLMETHYL)-1-[2-(TRIFLUOROMETHYL)BENZOYL]-PIPERIDINE";"O=C(c1ccccc1C(F)(F)F)N1CCC(Cc2ccccc2)CC1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909145";"DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";""
"CHEMBL470783";"";"0";"443.59";"1";"5.22";"33";"CC[C@@]12C[C@H](O)[C@](O)(c3ccccc3)C[C@H]1CCc1cc(OCc3cccnc3C)ccc12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1022145";"Binding affinity to human ERalpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152783";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL457242";"";"0";"300.40";"0";"2.51";"36";"CC#C[C@@]1(O)C[C@@H](O)[C@@]2(CC)c3ccc(O)cc3CC[C@@H]2C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1022145";"Binding affinity to human ERalpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152783";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL629";"AMITRIPTYLINE";"4";"277.41";"0";"4.17";"AMITRIPTYLINE";"CN(C)CCC=C1c2ccccc2CCc2ccccc21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909145";"DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";""
"CHEMBL311662";"";"0";"420.50";"1";"5.80";"21";"C[C@@](O)(c1ccc(F)cc1)[C@H]1CCCC2=Cc3c(cnn3-c3ccc(F)cc3)C[C@@]21C";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL679884";"Binding affinity for human Estrogen receptor alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137074";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None";""
"CHEMBL4516021";"";"0";"459.57";"1";"6.02";"30a";"Cc1ccccc1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CCC2)cc1";"IC50";"'='";"1.905";"nM";"8.72";"";"";"UO_0000065";"18.97";"0.36";"2.70";"14.78";"False";"CHEMBL4356683";"Inhibition of ERalpha in human MCF7:WS8 cells assessed as increase in degradation of ERalpha incubated for 24 hrs by In-Cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354825";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4533964";"";"0";"523.60";"2";"6.81";"37d";"Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OC2CN(CCCF)C2)cc1";"IC50";"'='";"1.023";"nM";"8.99";"";"";"UO_0000065";"17.17";"0.33";"2.18";"15.24";"False";"CHEMBL4356683";"Inhibition of ERalpha in human MCF7:WS8 cells assessed as increase in degradation of ERalpha incubated for 24 hrs by In-Cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354825";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4527655";"";"0";"473.59";"1";"6.27";"30b";"Cc1ccccc1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CC(C)C2)cc1";"IC50";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"18.42";"0.35";"2.45";"14.78";"False";"CHEMBL4356686";"Antagonist activity at ERalpha in human MCF7:WS8 cells incubated for 18 hrs by dual luciferase reporter gene assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354825";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4524872";"";"0";"495.55";"1";"6.05";"30i";"O=C(c1ccc(F)cc1)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CC(CF)C2)cc1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"15.24";"0.29";"1.50";"12.80";"False";"CHEMBL4356686";"Antagonist activity at ERalpha in human MCF7:WS8 cells incubated for 18 hrs by dual luciferase reporter gene assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354825";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4436415";"";"0";"503.60";"2";"6.61";"37f";"Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OC2CN(C3CC3)C2)cc1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"15.80";"0.30";"1.35";"13.49";"False";"CHEMBL4356686";"Antagonist activity at ERalpha in human MCF7:WS8 cells incubated for 18 hrs by dual luciferase reporter gene assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354825";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4451617";"";"0";"374.48";"0";"4.87";"3";"CC(C)CN1CCc2c(ccc3[nH]ccc23)C1c1ccc(/C=C/C(=O)O)cc1";"IC50";"'='";"316.23";"nM";"6.50";"";"";"UO_0000065";"17.36";"0.32";"1.63";"11.54";"False";"CHEMBL4370319";"Binding affinity to recombinant human GST-tagged ERalpha LBD expressed in baculovirus-infected insect cells by lantha screen assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4368914";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4541930";"";"0";"389.50";"0";"4.65";"6";"CC(C)CN1[C@H](C)Cc2c(ccc3[nH]ncc23)[C@H]1c1ccc(/C=C/C(=O)O)cc1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"20.54";"0.38";"3.35";"11.56";"False";"CHEMBL4370319";"Binding affinity to recombinant human GST-tagged ERalpha LBD expressed in baculovirus-infected insect cells by lantha screen assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4368914";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
